judul,narasi,clear,token_komen,freq_words,stemmed_komen,polarity_score,polarity,score
Kronologis Polisi Berondong Sedan Terobos Razia di Lubuklinggau,"Innalillah… Hanya Karena Lalai Terobos Razia, Mobil Berisi Satu Keluarga Ditembaki Polisi, Satu Orang Tewas",innalillah… karena lalai terobos razia mobil berisi satu keluarga ditembaki polisi satu orang tewas,"['innalillah…', 'karena', 'lalai', 'terobos', 'razia', 'mobil', 'berisi', 'satu', 'keluarga', 'ditembaki', 'polisi', 'satu', 'orang', 'tewas']",<FreqDist with 13 samples and 14 outcomes>,"['innalillah', 'karena', 'lalai', 'terobos', 'razia', 'mobil', 'isi', 'satu', 'keluarga', 'tembak', 'polisi', 'satu', 'orang', 'tewas']",-5,negative,-1
Kemristekdikti: bukan undang dosen asing tapi profesor kelas dunia,"”Bukan dosen asing, tapi profesor kelas dunia. Orang Indonesia pun bisa mengikuti program ini, asalkan dia mengajar di universitas di luar negeri dan mempunyai koneksi dengan peraih Nobel,” kata Direktur Jenderal Sumber Daya Iptek dan Dikti Kemristekdikti Ali Ghufron Mukti di Jakarta, Selasa",” bukan dosen asing profesor kelas dunia orang indonesia bisa mengikuti program asalkan mengajar universitas luar negeri mempunyai koneksi peraih nobel ” kata direktur jenderal sumber daya iptek dikti kemristekdikti ali ghufron mukti jakarta selasa,"['”', 'bukan', 'dosen', 'asing', 'profesor', 'kelas', 'dunia', 'orang', 'indonesia', 'bisa', 'mengikuti', 'program', 'asalkan', 'mengajar', 'universitas', 'luar', 'negeri', 'mempunyai', 'koneksi', 'peraih', 'nobel', '”', 'kata', 'direktur', 'jenderal', 'sumber', 'daya', 'iptek', 'dikti', 'kemristekdikti', 'ali', 'ghufron', 'mukti', 'jakarta', 'selasa']",<FreqDist with 34 samples and 35 outcomes>,"['', 'bukan', 'dosen', 'asing', 'profesor', 'kelas', 'dunia', 'orang', 'indonesia', 'bisa', 'ikut', 'program', 'asal', 'ajar', 'universitas', 'luar', 'negeri', 'punya', 'koneksi', 'raih', 'nobel', '', 'kata', 'direktur', 'jenderal', 'sumber', 'daya', 'iptek', 'dikti', 'kemristekdikti', 'ali', 'ghufron', 'mukti', 'jakarta', 'selasa']",0,negative,-1
"Kecam Pernyataan Said Aqil, Neno Warisman: Kami Para Ibu Tidak Terima!","Kecam Pernyataan Said Aqil, Neno Warisman: Kami Para Ibu Tidak Terima!
 Pernyataan kontroversial Ketua PBNU Said Aqil Siradj yang mengatakan “nonton film porno lebih baik daripada dengarkan ceramah radikal karena sambil istighfar” mendapat kecaman dari pegiat pendidikan anak Neno Warisman. Dia menuliskan kemarahannya dalam tulisan berikut ini:…",kecam pernyataan said aqil neno warisman para ibu terima pernyataan kontroversial ketua pbnu said aqil siradj mengatakan “ nonton film porno lebih baik dengarkan ceramah radikal sambil istighfar ” mendapat kecaman pegiat pendidikan anak neno warisman menuliskan kemarahannya tulisan berikut ini…,"['kecam', 'pernyataan', 'said', 'aqil', 'neno', 'warisman', 'para', 'ibu', 'terima', 'pernyataan', 'kontroversial', 'ketua', 'pbnu', 'said', 'aqil', 'siradj', 'mengatakan', '“', 'nonton', 'film', 'porno', 'lebih', 'baik', 'dengarkan', 'ceramah', 'radikal', 'sambil', 'istighfar', '”', 'mendapat', 'kecaman', 'pegiat', 'pendidikan', 'anak', 'neno', 'warisman', 'menuliskan', 'kemarahannya', 'tulisan', 'berikut', 'ini…']",<FreqDist with 36 samples and 41 outcomes>,"['kecam', 'nyata', 'said', 'aqil', 'neno', 'warisman', 'para', 'ibu', 'terima', 'nyata', 'kontroversial', 'ketua', 'pbnu', 'said', 'aqil', 'siradj', 'kata', '', 'nonton', 'film', 'porno', 'lebih', 'baik', 'dengar', 'ceramah', 'radikal', 'sambil', 'istighfar', '', 'dapat', 'kecam', 'giat', 'didik', 'anak', 'neno', 'warisman', 'tulis', 'marah', 'tulis', 'ikut', 'ini']",-4,negative,-1
Memerangi Allah Of Kung Fu,"“Padahal nama tersebut merupakan hasil translate otomatis Google dari game aslinya yang berjudul “Galaxy Fighting, God of Kung Fu”.",“ padahal nama tersebut merupakan hasil translate otomatis google game aslinya berjudul “ galaxy fighting god of kung fu ”,"['“', 'padahal', 'nama', 'tersebut', 'merupakan', 'hasil', 'translate', 'otomatis', 'google', 'game', 'aslinya', 'berjudul', '“', 'galaxy', 'fighting', 'god', 'of', 'kung', 'fu', '”']",<FreqDist with 19 samples and 20 outcomes>,"['', 'padahal', 'nama', 'sebut', 'rupa', 'hasil', 'translate', 'otomatis', 'google', 'game', 'asli', 'judul', '', 'galaxy', 'fighting', 'god', 'of', 'kung', 'fu', '']",8,positive,1
Permen Susu Mengandung Narkoba,"Assalamu’alaikum… ini ada informasi dari teman dokter. Anaknya bidan di Banyumas makan permen susu, trus 3 hari gk mau makan, ngefly. Disarankan temen dokter di purbalingga untuk membawa permen tsb ke BNN, ternyata hasilnya positif mengandung narkoba jenis benzodiazepin.",assalamu ’ alaikum… ada informasi teman dokter anaknya bidan banyumas makan permen susu hari gk mau makan ngefly disarankan temen dokter purbalingga membawa permen tsb bnn ternyata hasilnya positif mengandung narkoba jenis benzodiazepin,"['assalamu', '’', 'alaikum…', 'ada', 'informasi', 'teman', 'dokter', 'anaknya', 'bidan', 'banyumas', 'makan', 'permen', 'susu', 'hari', 'gk', 'mau', 'makan', 'ngefly', 'disarankan', 'temen', 'dokter', 'purbalingga', 'membawa', 'permen', 'tsb', 'bnn', 'ternyata', 'hasilnya', 'positif', 'mengandung', 'narkoba', 'jenis', 'benzodiazepin']",<FreqDist with 30 samples and 33 outcomes>,"['assalamu', '', 'alaikum', 'ada', 'informasi', 'teman', 'dokter', 'anak', 'bidan', 'banyumas', 'makan', 'permen', 'susu', 'hari', 'gk', 'mau', 'makan', 'ngefly', 'saran', 'temen', 'dokter', 'purbalingga', 'bawa', 'permen', 'tsb', 'bnn', 'nyata', 'hasil', 'positif', 'kandung', 'narkoba', 'jenis', 'benzodiazepin']",2,positive,1
Konser Anies - Sandi No 3 Menang Telak,#KONSER GUE 3 MENANG TELAK,konser gue menang telak,"['konser', 'gue', 'menang', 'telak']",<FreqDist with 4 samples and 4 outcomes>,"['konser', 'gue', 'menang', 'telak']",-4,negative,-1
Poster Aksi Damai Bela Islam 5 Yang Mencantumkan Nama dan Foto Gatot Nurmantyo,"Beredarnya poster aksi damai bela Islam 5 menjadi viral di media sosial. Sebab, di dalam poster tersebut terdapat nama dan foto Panglima TNI Jenderal Gatot Nurmantyo",beredarnya poster aksi damai bela islam menjadi viral media sosial di poster tersebut terdapat nama foto panglima tni jenderal gatot nurmantyo,"['beredarnya', 'poster', 'aksi', 'damai', 'bela', 'islam', 'menjadi', 'viral', 'media', 'sosial', 'di', 'poster', 'tersebut', 'terdapat', 'nama', 'foto', 'panglima', 'tni', 'jenderal', 'gatot', 'nurmantyo']",<FreqDist with 20 samples and 21 outcomes>,"['edar', 'poster', 'aksi', 'damai', 'bela', 'islam', 'jadi', 'viral', 'media', 'sosial', 'di', 'poster', 'sebut', 'dapat', 'nama', 'foto', 'panglima', 'tni', 'jenderal', 'gatot', 'nurmantyo']",16,positive,1
Surat C6 Sebagai Syarat Memberikan Hak Pilih Pada Pilkada DKI Jakarta,"Pengumuman penting soal Pilkada DKI 2017. Pemilih Wajib ambil surat C6 on 12 – 13 Feb dgn pengurus RT. Apabila sampe 14 Feb surat C6 tidak diambil langsung pemilik, RT akan kembalikan ke KPU & warga DKI yg tidak milik C6 hanya bisa memilih jam 12.00 – 13.00 saja! Bawa E-KTP, SuKet + KK asli. Jika lewat dari pk 13.00 Suara Anda Hangus! Tlg Sebarkan! Thank you",pengumuman penting soal pilkada dki pemilih wajib ambil surat c on – feb pengurus rt apabila sampe feb surat c diambil langsung pemilik rt kembalikan kpu warga dki tidak milik c bisa memilih jam – bawa ektp suket kk asli lewat pk suara hangus tlg sebarkan thank you,"['pengumuman', 'penting', 'soal', 'pilkada', 'dki', 'pemilih', 'wajib', 'ambil', 'surat', 'c', 'on', '–', 'feb', 'pengurus', 'rt', 'apabila', 'sampe', 'feb', 'surat', 'c', 'diambil', 'langsung', 'pemilik', 'rt', 'kembalikan', 'kpu', 'warga', 'dki', 'tidak', 'milik', 'c', 'bisa', 'memilih', 'jam', '–', 'bawa', 'ektp', 'suket', 'kk', 'asli', 'lewat', 'pk', 'suara', 'hangus', 'tlg', 'sebarkan', 'thank', 'you']",<FreqDist with 41 samples and 48 outcomes>,"['umum', 'penting', 'soal', 'pilkada', 'dki', 'pilih', 'wajib', 'ambil', 'surat', 'c', 'on', '', 'feb', 'urus', 'rt', 'apabila', 'sampe', 'feb', 'surat', 'c', 'ambil', 'langsung', 'milik', 'rt', 'kembali', 'kpu', 'warga', 'dki', 'tidak', 'milik', 'c', 'bisa', 'pilih', 'jam', '', 'bawa', 'ektp', 'suket', 'kk', 'asli', 'lewat', 'pk', 'suara', 'hangus', 'tlg', 'sebar', 'thank', 'you']",-5,negative,-1
: Pernyataan Danjen Kopassus Dukung FPI,TNI umumnya WARAS kecuali wereng coklat…kenapa gitu yah ? masa sih sejarah buruk harus terulang kembali…kan serem bgt. DANJEN KOPASSUS :FPI ITU ORMAS TERBESAR DAN SUKA MEMBANTU MEMBERANTAS KEMAHSIATAN. YANG HARUS DIBUBARKAN ORMAS PREMAN YANG SUKA MEMBEKINGI KEMAHSIATAN DAN SUKA BIKIN RESAH MASYARAKAT.,tni umumnya waras wereng coklat…kenapa gitu yah masa sih sejarah buruk terulang kembali…kan serem danjen kopassus fpi ormas terbesar suka membantu memberantas kemahsiatan harus dibubarkan ormas preman suka membekingi kemahsiatan suka bikin resah masyarakat,"['tni', 'umumnya', 'waras', 'wereng', 'coklat…kenapa', 'gitu', 'yah', 'masa', 'sih', 'sejarah', 'buruk', 'terulang', 'kembali…kan', 'serem', 'danjen', 'kopassus', 'fpi', 'ormas', 'terbesar', 'suka', 'membantu', 'memberantas', 'kemahsiatan', 'harus', 'dibubarkan', 'ormas', 'preman', 'suka', 'membekingi', 'kemahsiatan', 'suka', 'bikin', 'resah', 'masyarakat']",<FreqDist with 30 samples and 34 outcomes>,"['tni', 'umum', 'waras', 'wereng', 'coklat kenapa', 'gitu', 'yah', 'masa', 'sih', 'sejarah', 'buruk', 'ulang', 'kembali kan', 'rem', 'danjen', 'kopassus', 'fpi', 'ormas', 'besar', 'suka', 'bantu', 'berantas', 'kemahsiatan', 'harus', 'bubar', 'ormas', 'preman', 'suka', 'beking', 'kemahsiatan', 'suka', 'bikin', 'resah', 'masyarakat']",-20,negative,-1
Gambar Salib Pada Barang Bantuan Bencana,"hati hati, dan Harus teliti menerima segala bentuk bantuan korban gempa. Kami mendapatkan gambar salib di handuk bantuan yg di edarkan",hati hati harus teliti menerima segala bentuk bantuan korban gempa mendapatkan gambar salib handuk bantuan di edarkan,"['hati', 'hati', 'harus', 'teliti', 'menerima', 'segala', 'bentuk', 'bantuan', 'korban', 'gempa', 'mendapatkan', 'gambar', 'salib', 'handuk', 'bantuan', 'di', 'edarkan']",<FreqDist with 15 samples and 17 outcomes>,"['hati', 'hati', 'harus', 'teliti', 'terima', 'segala', 'bentuk', 'bantu', 'korban', 'gempa', 'dapat', 'gambar', 'salib', 'handuk', 'bantu', 'di', 'edar']",1,positive,1
AKSI 212 DAPAT PENGHARGAAN REKOR DUNIA,Tersebar gambar dua piagam yang menyatakan jika aksi 212 mendapat penghargaan dari REKOR DUNIA,tersebar gambar piagam menyatakan aksi mendapat penghargaan rekor dunia,"['tersebar', 'gambar', 'piagam', 'menyatakan', 'aksi', 'mendapat', 'penghargaan', 'rekor', 'dunia']",<FreqDist with 9 samples and 9 outcomes>,"['sebar', 'gambar', 'piagam', 'nyata', 'aksi', 'dapat', 'harga', 'rekor', 'dunia']",7,positive,1
Foto Petinggi Kepolisian Mengizinkan Demo Neo PKI,Demo Neo PKI hari ini udah dapat ijin dari Buntelan kentut maaf ralat Dari Petinggi Kepolisian Tinggal tunggu gendering perang ditabuh aja”,demo neo pki hari udah ijin buntelan kentut maaf ralat petinggi kepolisian tinggal tunggu gendering perang ditabuh aja ”,"['demo', 'neo', 'pki', 'hari', 'udah', 'ijin', 'buntelan', 'kentut', 'maaf', 'ralat', 'petinggi', 'kepolisian', 'tinggal', 'tunggu', 'gendering', 'perang', 'ditabuh', 'aja', '”']",<FreqDist with 19 samples and 19 outcomes>,"['demo', 'neo', 'pki', 'hari', 'udah', 'ijin', 'buntel', 'kentut', 'maaf', 'ralat', 'petinggi', 'polisi', 'tinggal', 'tunggu', 'gendering', 'perang', 'tabuh', 'aja', '']",-11,negative,-1
Tulisan Mana teriakan Saya Pancasila mu? Oleh Dr Abdul Muti MEd,Mana teriakan “Saya Pancasila mu ?” Oleh : Dr Abdul Mu’ti Med (Sekum PP Muhamadyah),mana teriakan “ saya pancasila mu ” abdul mu ’ ti med sekum pp muhamadyah,"['mana', 'teriakan', '“', 'saya', 'pancasila', 'mu', '”', 'abdul', 'mu', '’', 'ti', 'med', 'sekum', 'pp', 'muhamadyah']",<FreqDist with 14 samples and 15 outcomes>,"['mana', 'ria', '', 'saya', 'pancasila', 'mu', '', 'abdul', 'mu', '', 'ti', 'med', 'sekum', 'pp', 'muhamadyah']",-7,negative,-1
"Petugas Rapid Test Jarang Mengganti Sarung Tangan, Bisa Tularkan Covid-19 dari Pasien Sebelumnya","Bila tiba-tiba anda/panjenengan terjebak dalam oprasi rapid tes dadakan/ujug ujug datang petugas yang mengharuskan mengikuti rapid tes, maka perlu diperhatikan sarung tangan petugs, kalau sarung tangan yang dipakai hanya itu-itu saja (satu) yang dipakai, tanpa ganti ganti, dimana setelah petugas itu pegang orang/oasien yang rapid tes, kemudian tanpa ganti sarung tangan petugas lalu memegang anda/panjenengan, maka disinilah letak rawannya penularan virus nya, karena kita ngga tau dan petugas pun ngga tau, apakah orang yang dipegang sebelum kita tadi, orang tersebut positif/reaktif atau negatif.. jadi penularan bukan karena kita berada ditempat umum saja, akan tetapi saat rapid tes dilakukan massal",bila tibatiba andapanjenengan terjebak oprasi rapid tes dadakanujug ujug datang petugas mengharuskan mengikuti rapid tes perlu diperhatikan sarung tangan petugs kalau sarung tangan dipakai ituitu satu dipakai ganti ganti setelah petugas pegang orangoasien rapid tes kemudian ganti sarung tangan petugas lalu memegang andapanjenengan disinilah letak rawannya penularan virus ngga tau petugas ngga tau orang dipegang kita tadi orang tersebut positifreaktif negatif jadi penularan bukan karena kita berada ditempat umum akan saat rapid tes dilakukan massal,"['bila', 'tibatiba', 'andapanjenengan', 'terjebak', 'oprasi', 'rapid', 'tes', 'dadakanujug', 'ujug', 'datang', 'petugas', 'mengharuskan', 'mengikuti', 'rapid', 'tes', 'perlu', 'diperhatikan', 'sarung', 'tangan', 'petugs', 'kalau', 'sarung', 'tangan', 'dipakai', 'ituitu', 'satu', 'dipakai', 'ganti', 'ganti', 'setelah', 'petugas', 'pegang', 'orangoasien', 'rapid', 'tes', 'kemudian', 'ganti', 'sarung', 'tangan', 'petugas', 'lalu', 'memegang', 'andapanjenengan', 'disinilah', 'letak', 'rawannya', 'penularan', 'virus', 'ngga', 'tau', 'petugas', 'ngga', 'tau', 'orang', 'dipegang', 'kita', 'tadi', 'orang', 'tersebut', 'positifreaktif', 'negatif', 'jadi', 'penularan', 'bukan', 'karena', 'kita', 'berada', 'ditempat', 'umum', 'akan', 'saat', 'rapid', 'tes', 'dilakukan', 'massal']",<FreqDist with 53 samples and 75 outcomes>,"['bila', 'tibatiba', 'andapanjenengan', 'jebak', 'oprasi', 'rapid', 'tes', 'dadakanujug', 'ujug', 'datang', 'tugas', 'harus', 'ikut', 'rapid', 'tes', 'perlu', 'perhati', 'sarung', 'tangan', 'petugs', 'kalau', 'sarung', 'tangan', 'pakai', 'ituitu', 'satu', 'pakai', 'ganti', 'ganti', 'telah', 'tugas', 'pegang', 'orangoasien', 'rapid', 'tes', 'kemudian', 'ganti', 'sarung', 'tangan', 'tugas', 'lalu', 'pegang', 'andapanjenengan', 'sin', 'letak', 'rawan', 'tular', 'virus', 'ngga', 'tau', 'tugas', 'ngga', 'tau', 'orang', 'pegang', 'kita', 'tadi', 'orang', 'sebut', 'positifreaktif', 'negatif', 'jadi', 'tular', 'bukan', 'karena', 'kita', 'ada', 'tempat', 'umum', 'akan', 'saat', 'rapid', 'tes', 'laku', 'massal']",-33,negative,-1
Video Dokter Bule,"Ini nih dokter bule juga ngomong serupa bahkan ngasih data lebih lengkap & detail. Intinya covid 19 itu biasa aja, nggak mematikan, bisa sembuh sendiri. Mereka juga mengatakan kalau banyak yang meninggal karena penyakit lain tapi dimasukkan ke daftar covid 19 (kirain di sinih aja yang begitu). Lockdown / PSBB justru menimbulkan dampak yang sangat jauh lebih buruk dibanding covid 19.",nih dokter bule ngomong serupa bahkan ngasih data lebih lengkap detail intinya covid biasa aja mematikan sembuh sendiri juga mengatakan kalau banyak meninggal penyakit tapi dimasukkan daftar covid kirain sinih aja begitu lockdown psbb justru menimbulkan dampak sangat jauh lebih buruk dibanding covid,"['nih', 'dokter', 'bule', 'ngomong', 'serupa', 'bahkan', 'ngasih', 'data', 'lebih', 'lengkap', 'detail', 'intinya', 'covid', 'biasa', 'aja', 'mematikan', 'sembuh', 'sendiri', 'juga', 'mengatakan', 'kalau', 'banyak', 'meninggal', 'penyakit', 'tapi', 'dimasukkan', 'daftar', 'covid', 'kirain', 'sinih', 'aja', 'begitu', 'lockdown', 'psbb', 'justru', 'menimbulkan', 'dampak', 'sangat', 'jauh', 'lebih', 'buruk', 'dibanding', 'covid']",<FreqDist with 39 samples and 43 outcomes>,"['nih', 'dokter', 'bule', 'ngomong', 'rupa', 'bahkan', 'ngasih', 'data', 'lebih', 'lengkap', 'detail', 'inti', 'covid', 'biasa', 'aja', 'mati', 'sembuh', 'sendiri', 'juga', 'kata', 'kalau', 'banyak', 'tinggal', 'sakit', 'tapi', 'masuk', 'daftar', 'covid', 'kirain', 'sih', 'aja', 'begitu', 'lockdown', 'psbb', 'justru', 'timbul', 'dampak', 'sangat', 'jauh', 'lebih', 'buruk', 'banding', 'covid']",-23,negative,-1
Vietnam Tidak Ada Korban Meninggal Covid-19 Karena Teh dan Lemon,Kabar gembira dan istimewa.. Vietnam korban covid 19 tidak ada yng mati…Berita super.. obat virus covid 19 sudah tercapai informasi dari negara Vietnam.. virus covid 19 tidak menyebabkan kematian.. ternyata resepnya sangat sederhana tapi sangat ampuh.. hanya 1 teh..2 lemon..minumlah teh panas setelah di campur perasan lemon..dapat segera membunuh virus covid 19..dan dapat sepenuhnya menghilangkan virus covid 19 dari tubuh…2 bahan ini membuat sistem kekebalan tubuh menjadi bersifat basa.. karena ketika malam tiba sistem tubuh menjadi asam.. kemampuan detensif juga akan berkurang.. itulah sebabnya orang Vietnam santai saja dengan menyebarnya virus covid 19… Di Vietnam rata2 semua orang minum segelas air panas dengan sedikit lemon di malam hari… Karena telah terbukti membunuh virus covid 19 secara total… Bagikan resep sakti ini kepada siapapun untuk memburu pahala… Resep sederhana ini sangat efektif karena tidak akan terinfeksi virus covid 19.. Atas izin Tuhan YME…Selamat mencoba…,kabar gembira istimewa vietnam korban covid ada yng mati…berita super obat virus covid tercapai informasi negara vietnam virus covid menyebabkan kematian ternyata resepnya sangat sederhana sangat ampuh teh lemonminumlah teh panas campur perasan lemondapat segera membunuh virus covid dapat sepenuhnya menghilangkan virus covid tubuh… bahan membuat sistem kekebalan tubuh menjadi bersifat basa ketika malam tiba sistem tubuh menjadi asam kemampuan detensif berkurang sebabnya orang vietnam santai menyebarnya virus covid … vietnam rata semua orang minum segelas air panas dengan sedikit lemon di malam hari… telah terbukti membunuh virus covid total… bagikan resep sakti kepada siapapun memburu pahala… resep sederhana sangat efektif tidak akan terinfeksi virus covid atas izin tuhan yme…selamat mencoba…,"['kabar', 'gembira', 'istimewa', 'vietnam', 'korban', 'covid', 'ada', 'yng', 'mati…berita', 'super', 'obat', 'virus', 'covid', 'tercapai', 'informasi', 'negara', 'vietnam', 'virus', 'covid', 'menyebabkan', 'kematian', 'ternyata', 'resepnya', 'sangat', 'sederhana', 'sangat', 'ampuh', 'teh', 'lemonminumlah', 'teh', 'panas', 'campur', 'perasan', 'lemondapat', 'segera', 'membunuh', 'virus', 'covid', 'dapat', 'sepenuhnya', 'menghilangkan', 'virus', 'covid', 'tubuh…', 'bahan', 'membuat', 'sistem', 'kekebalan', 'tubuh', 'menjadi', 'bersifat', 'basa', 'ketika', 'malam', 'tiba', 'sistem', 'tubuh', 'menjadi', 'asam', 'kemampuan', 'detensif', 'berkurang', 'sebabnya', 'orang', 'vietnam', 'santai', 'menyebarnya', 'virus', 'covid', '…', 'vietnam', 'rata', 'semua', 'orang', 'minum', 'segelas', 'air', 'panas', 'dengan', 'sedikit', 'lemon', 'di', 'malam', 'hari…', 'telah', 'terbukti', 'membunuh', 'virus', 'covid', 'total…', 'bagikan', 'resep', 'sakti', 'kepada', 'siapapun', 'memburu', 'pahala…', 'resep', 'sederhana', 'sangat', 'efektif', 'tidak', 'akan', 'terinfeksi', 'virus', 'covid', 'atas', 'izin', 'tuhan', 'yme…selamat', 'mencoba…']",<FreqDist with 83 samples and 111 outcomes>,"['kabar', 'gembira', 'istimewa', 'vietnam', 'korban', 'covid', 'ada', 'yng', 'mati berita', 'super', 'obat', 'virus', 'covid', 'capai', 'informasi', 'negara', 'vietnam', 'virus', 'covid', 'sebab', 'mati', 'nyata', 'resep', 'sangat', 'sederhana', 'sangat', 'ampuh', 'teh', 'lemonminumlah', 'teh', 'panas', 'campur', 'peras', 'lemondapat', 'segera', 'bunuh', 'virus', 'covid', 'dapat', 'sepenuh', 'hilang', 'virus', 'covid', 'tubuh', 'bahan', 'buat', 'sistem', 'kebal', 'tubuh', 'jadi', 'sifat', 'basa', 'ketika', 'malam', 'tiba', 'sistem', 'tubuh', 'jadi', 'asam', 'mampu', 'detensif', 'kurang', 'sebab', 'orang', 'vietnam', 'santai', 'sebar', 'virus', 'covid', '', 'vietnam', 'rata', 'semua', 'orang', 'minum', 'gelas', 'air', 'panas', 'dengan', 'sedikit', 'lemon', 'di', 'malam', 'hari', 'telah', 'bukti', 'bunuh', 'virus', 'covid', 'total', 'bagi', 'resep', 'sakti', 'kepada', 'siapa', 'buru', 'pahala', 'resep', 'sederhana', 'sangat', 'efektif', 'tidak', 'akan', 'infeksi', 'virus', 'covid', 'atas', 'izin', 'tuhan', 'yme selamat', 'coba']",-41,negative,-1
Ratusan Warga China yang Menetap di Indonesia Menuju Singapura karena Virus Corona,"Ratusan warga china yang Menetap di Indonesia tadi Pagi meninggalkan Indonesia Menuju Singapura karena situasi virus Corona yang menyerang Indonesia Mereka akan Kembali lagi jika situasi Di Indonesia Kembali normal,",ratusan warga menetap indonesia tadi pagi meninggalkan indonesia menuju singapura situasi virus corona yang menyerang indonesia akan lagi situasi indonesia normal,"['ratusan', 'warga', 'menetap', 'indonesia', 'tadi', 'pagi', 'meninggalkan', 'indonesia', 'menuju', 'singapura', 'situasi', 'virus', 'corona', 'yang', 'menyerang', 'indonesia', 'akan', 'lagi', 'situasi', 'indonesia', 'normal']",<FreqDist with 17 samples and 21 outcomes>,"['ratus', 'warga', 'tetap', 'indonesia', 'tadi', 'pagi', 'tinggal', 'indonesia', 'tuju', 'singapura', 'situasi', 'virus', 'corona', 'yang', 'serang', 'indonesia', 'akan', 'lagi', 'situasi', 'indonesia', 'normal']",-17,negative,-1
Dua orang Terinfeksi Virus Corona Di Parepare,Dua orang Terinfeksi Virus Corona Di Parepare… Waspada ki semua… Tidak main main ini,orang terinfeksi virus corona parepare… waspada ki semua… main main,"['orang', 'terinfeksi', 'virus', 'corona', 'parepare…', 'waspada', 'ki', 'semua…', 'main', 'main']",<FreqDist with 9 samples and 10 outcomes>,"['orang', 'infeksi', 'virus', 'corona', 'parepare', 'waspada', 'ki', 'semua', 'main', 'main']",0,negative,-1
the Simpsons 1993 memprediksi Corona virus dari China,Jangan pernah meremehkan the simpsons… the Simpsons 1993.. Corona virus dari China..,jangan pernah meremehkan the simpsons… the simpsons corona virus china,"['jangan', 'pernah', 'meremehkan', 'the', 'simpsons…', 'the', 'simpsons', 'corona', 'virus', 'china']",<FreqDist with 9 samples and 10 outcomes>,"['jangan', 'pernah', 'remeh', 'the', 'simpsons', 'the', 'simpsons', 'corona', 'virus', 'china']",-4,negative,-1
Setelah Membakar Al-Quran Jari Tangan Pria Ini Menghitam dan Membusuk Mengeluarkan Bau Menjijikan,"Azab yang sangat pedih menimpa seorang warga negara Amerika. Karena merobek-robek dan membakar Al-qur’an, dia terkena penyakit yang sangat misteri. Semua jari di kedua tangannya melepuh, membusuk, dan menghitam. Selain itu, pada lukanya tersebut juga menimbulkan aroma yang tak sedap.",azab sangat pedih menimpa seorang warga negara amerika merobekrobek membakar alqur ’ an terkena penyakit sangat misteri semua jari kedua tangannya melepuh membusuk menghitam itu lukanya tersebut menimbulkan aroma tak sedap,"['azab', 'sangat', 'pedih', 'menimpa', 'seorang', 'warga', 'negara', 'amerika', 'merobekrobek', 'membakar', 'alqur', '’', 'an', 'terkena', 'penyakit', 'sangat', 'misteri', 'semua', 'jari', 'kedua', 'tangannya', 'melepuh', 'membusuk', 'menghitam', 'itu', 'lukanya', 'tersebut', 'menimbulkan', 'aroma', 'tak', 'sedap']",<FreqDist with 30 samples and 31 outcomes>,"['azab', 'sangat', 'pedih', 'timpa', 'orang', 'warga', 'negara', 'amerika', 'merobekrobek', 'bakar', 'alqur', '', 'an', 'kena', 'sakit', 'sangat', 'misteri', 'semua', 'jari', 'dua', 'tangan', 'lepuh', 'busuk', 'hitam', 'itu', 'luka', 'sebut', 'timbul', 'aroma', 'tak', 'sedap']",-28,negative,-1
"Marak Lowongan Kerja Mengatasnamakan Perusahaannya, PT Inalum Minta Masyarakat Waspada","Manajer Humas PT Inalum, Bambang Heru Prayoga: “Informasi selain dari yang kami sebutkan ini maka hal itu dipastikan hoaks atau penipuan. Kami harap tidak ada masyarakat yang terkena penipuan rekrutmen atas nama Inalum,",manajer humas pt inalum bambang heru prayoga “ informasi dari sebutkan maka itu dipastikan hoaks penipuan kami harap ada masyarakat terkena penipuan rekrutmen atas nama inalum,"['manajer', 'humas', 'pt', 'inalum', 'bambang', 'heru', 'prayoga', '“', 'informasi', 'dari', 'sebutkan', 'maka', 'itu', 'dipastikan', 'hoaks', 'penipuan', 'kami', 'harap', 'ada', 'masyarakat', 'terkena', 'penipuan', 'rekrutmen', 'atas', 'nama', 'inalum']",<FreqDist with 24 samples and 26 outcomes>,"['manajer', 'humas', 'pt', 'inalum', 'bambang', 'heru', 'prayoga', '', 'informasi', 'dari', 'sebut', 'maka', 'itu', 'pasti', 'hoaks', 'tipu', 'kami', 'harap', 'ada', 'masyarakat', 'kena', 'tipu', 'rekrutmen', 'atas', 'nama', 'inalum']",-9,negative,-1
